species,tissue_class,cell_type,cell_name,geneSymbol,PMID
Mm Hs,Brain,,Interneurons,GRM1,
Mm Hs,Brain,,Interneurons,NPY,
Mm Hs,Brain,,Interneurons,OPRM1,
Mm Hs,Brain,,Interneurons,GRIN2D,
Mm Hs,Brain,,Interneurons,NOS1,
Mm Hs,Brain,,Interneurons,PVALB,
Mm Hs,Brain,,Interneurons,PAX2,
Mm Hs,Brain,,Interneurons,SST,
Mm Hs,Brain,,Interneurons,TACR1,
Mm Hs,Brain,,Interneurons,VIP,
Mm Hs,Brain,,Interneurons,CRHR1,
Mm Hs,Brain,,Interneurons,PACSIN1,
Mm Hs,Brain,,Interneurons,SYN1,
Mm Hs,Brain,,Interneurons,FGF12,
Mm Hs,Brain,,Interneurons,NXPH1,
Mm Hs,Brain,,Interneurons,SYT7,
Mm Hs,Brain,,Interneurons,PTPRO,
Mm Hs,Brain,,Interneurons,DLGAP1,
Mm Hs,Brain,,Interneurons,GNG4,
Mm Hs,Brain,,Interneurons,HAP1,
Mm Hs,Brain,,Interneurons,SHISA8,
Mm Hs,Brain,,Interneurons,PCBP3,
Mm Hs,Brain,,Interneurons,ABAT,
Mm Hs,Brain,,Interneurons,PCP4L1,
Mm Hs,Brain,,Interneurons,GAL,
Mm Hs,Brain,,Interneurons,TH,
Mm Hs,Brain,,Interneurons,SYNPR,
Mm Hs,Brain,,Interneurons,TRH,
Mm Hs,Brain,,Interneurons,ADCY8,
Mm Hs,Brain,,Interneurons,CTGF,
Mm Hs,Brain,,Interneurons,EML5,
Mm Hs,Brain,,Interneurons,TMEM132D,
Mm Hs,Brain,,Interneurons,BACE1,
Mm Hs,Brain,,Interneurons,CACNG2,
Mm Hs,Brain,,Interneurons,ISCA1,
Mm Hs,Brain,,Interneurons,LPGAT1,
Mm Hs,Brain,,Interneurons,NAT14,
Mm Hs,Brain,,Interneurons,SLC12A5,
Mm Hs,Brain,,Interneurons,DEPTOR,
Mm Hs,Brain,,Interneurons,SLC22A15,
Mm Hs,Brain,,Interneurons,PDE4A,
Mm Hs,Brain,,Interneurons,CACNA1I,
Mm Hs,Brain,,Interneurons,FRYL,
Mm,Brain,,Interneurons,CAR11,
Mm Hs,Brain,,Interneurons,SURF1,
Mm Hs,Brain,,Interneurons,TRIM9,
Mm Hs,Brain,,Interneurons,KCNC1,
Mm Hs,Brain,,Interneurons,RAB3B,
Mm Hs,Brain,,Interneurons,CDK17,
Mm Hs,Brain,,Interneurons,RGS17,
Mm Hs,Brain,,Interneurons,ABCC5,
Mm Hs,Brain,,Interneurons,RAB26,
Mm Hs,Brain,,Interneurons,VLDLR,
Mm Hs,Brain,,Interneurons,CACNG7,
Mm Hs,Brain,,Interneurons,INAFM1,
Mm Hs,Brain,,Interneurons,BRINP1,
Mm Hs,Brain,,Interneurons,PIANP,
Mm Hs,Brain,,Interneurons,CPLX1,
Mm Hs,Brain,,Interneurons,SHISA6,
Mm Hs,Brain,,Interneurons,DHRS3,
Mm Hs,Brain,,Interneurons,GRIA4,
Mm Hs,Brain,,Interneurons,NRSN2,
Mm Hs,Brain,,Interneurons,CDHR1,
Mm Hs,Brain,,Interneurons,ABR,
Mm Hs,Brain,,Interneurons,NRN1,
Mm Hs,Brain,,Interneurons,HIVEP2,
Mm Hs,Brain,,Interneurons,NXPH4,
Mm Hs,Brain,,Interneurons,CDH4,
Mm Hs,Brain,,Interneurons,CHST1,
Mm Hs,Brain,,Interneurons,SHISA9,
Mm Hs,Brain,,Interneurons,EOMES,
Mm Hs,Brain,,Interneurons,NMB,
Mm Hs,Brain,,Interneurons,LY6G6E,
Mm Hs,Brain,,Interneurons,CALN1,
Mm Hs,Brain,,Interneurons,CASK,
Mm Hs,Brain,,Interneurons,CACNA1E,
Mm Hs,Brain,,Interneurons,FAM81A,
Mm Hs,Brain,,Interneurons,CAMKV,
Mm Hs,Brain,,Interneurons,ARHGAP21,
Mm Hs,Brain,,Interneurons,DDN,
Mm Hs,Brain,,Interneurons,SV2B,
Mm Hs,Brain,,Interneurons,FRRS1L,
Mm Hs,Brain,,Interneurons,ACSL4,
Mm Hs,Brain,,Interneurons,CAMK4,
Mm Hs,Brain,,Interneurons,NPTXR,
Mm Hs,Brain,,Interneurons,LINGO1,
Mm Hs,Brain,,Interneurons,HPCAL4,
Mm Hs,Brain,,Interneurons,LMO3,
Mm Hs,Brain,,Interneurons,LYPD1,
Mm Hs,Brain,,Interneurons,CHN1,
Mm Hs,Brain,,Interneurons,NRGN,
Mm Hs,Brain,,Interneurons,SLC17A7,
Mm Hs,Brain,,Interneurons,CAMK2A,
Mm Hs,Brain,,Interneurons,PRKCB,
Mm Hs,Brain,,Interneurons,NCALD,
Mm Hs,Brain,,Interneurons,RAB15,
Mm Hs,Brain,,Interneurons,FBXW11,
Mm Hs,Brain,,Interneurons,ADCY1,
Mm Hs,Brain,,Interneurons,FBXO11,
Mm Hs,Brain,,Interneurons,IGSF21,
Mm Hs,Brain,,Interneurons,SRGAP3,
Mm Hs,Brain,,Interneurons,NTNG1,
Mm Hs,Brain,,Interneurons,MAGEE1,
Mm Hs,Brain,,Interneurons,SCAMP1,
Mm Hs,Brain,,Interneurons,PSD3,
Mm Hs,Brain,,Interneurons,RORA,
Mm Hs,Brain,,Interneurons,DCAF7,
Mm Hs,Brain,,Interneurons,VGF,
Mm Hs,Brain,,Interneurons,EID2,
Mm Hs,Brain,,Interneurons,RGMA,
Mm Hs,Brain,,Interneurons,SCRT1,
Mm Hs,Brain,,Interneurons,POU2F2,
Mm Hs,Brain,,Interneurons,NBEA,
Mm Hs,Brain,,Interneurons,SRGAP1,
Mm Hs,Brain,,Interneurons,FCHSD2,
Mm Hs,Brain,,Interneurons,SLC16A1,
Mm Hs,Brain,,Interneurons,SLC36A1,
Mm Hs,Brain,,Interneurons,ATG12,
Mm Hs,Brain,,Interneurons,SLC17A6,
Mm Hs,Brain,,Interneurons,AGAP1,
Mm Hs,Brain,,Interneurons,ZDHHC22,
Mm Hs,Brain,,Interneurons,ACBD5,
Mm Hs,Brain,,Interneurons,AQP4,
Mm Hs,Brain,,Interneurons,TMEM163,
Mm Hs,Brain,,Interneurons,ZDHHC17,
Mm,Brain,,Interneurons,KITL,
Mm Hs,Brain,,Interneurons,ZIC4,
Mm Hs,Brain,,Interneurons,NEFM,
Mm Hs,Brain,,Interneurons,L1CAM,
Mm Hs,Brain,,Interneurons,IDS,
Mm Hs,Brain,,Interneurons,DNM3,
Mm Hs,Brain,,Interneurons,DNAJC6,
Mm Hs,Brain,,Interneurons,ADGRA1,
Mm Hs,Brain,,Interneurons,DZANK1,
Mm Hs,Brain,,Interneurons,SCN2B,
Mm Hs,Brain,,Interneurons,HSPA12A,
Mm Hs,Brain,,Interneurons,SYT13,
Mm Hs,Brain,,Interneurons,RAMP3,
Mm Hs,Brain,,Interneurons,LYNX1,
Mm Hs,Brain,,Interneurons,KCNA2,
Mm Hs,Brain,,Interneurons,OXR1,
Mm Hs,Brain,,Interneurons,DISP2,
Mm Hs,Brain,,Interneurons,PCSK2,
Mm Hs,Brain,,Interneurons,SHOX2,
Mm Hs,Brain,,Interneurons,SCN8A,
Mm Hs,Brain,,Interneurons,AAK1,
Mm Hs,Brain,,Interneurons,GABRA4,
Mm Hs,Brain,,Interneurons,NRIP3,
Mm Hs,Brain,,Interneurons,HLF,
Mm Hs,Brain,,Interneurons,PRKCD,
Mm Hs,Brain,,Interneurons,PTPN3,
Mm Hs,Brain,,Interneurons,KCNC2,
Mm Hs,Brain,,Interneurons,CDKL5,
Mm Hs,Brain,,Interneurons,CCDC136,
Mm Hs,Brain,,Interneurons,KCNMA1,
Mm Hs,Brain,,Interneurons,SPOCK3,
Mm Hs,Brain,,Interneurons,PTPN4,
Mm Hs,Brain,,Interneurons,PDP1,
Mm Hs,Brain,,Interneurons,RGS7BP,
Mm Hs,Brain,,Interneurons,PLCB4,
Mm Hs,Brain,,Interneurons,GABBR2,
Mm Hs,Brain,,Interneurons,ELMO1,
Mm Hs,Brain,,Interneurons,ADARB1,
Mm Hs,Brain,,Interneurons,ILDR2,
Mm Hs,Brain,,Interneurons,AKAP8L,
Mm Hs,Brain,,Interneurons,SPTY2D1,
Mm Hs,Brain,,Interneurons,PCF11,
Mm Hs,Brain,,Interneurons,PARM1,
Mm Hs,Brain,,Interneurons,PITX2,
Mm Hs,Brain,,Interneurons,PITX1,
Mm Hs,Brain,,Interneurons,CLDN9,
Mm Hs,Brain,,Interneurons,TCEAL3,
None,Brain,,Interneurons,FIGF,
Mm Hs,Brain,,Interneurons,KCNK9,
Mm Hs,Brain,,Interneurons,TSHB,
Mm Hs,Brain,,Interneurons,RORB,
Mm Hs,Brain,,Interneurons,GATA2,
Mm Hs,Brain,,Interneurons,TIMELESS,
Mm Hs,Brain,,Interneurons,CXCL14,
Mm Hs,Brain,,Interneurons,APOC3,
Mm,Brain,,Interneurons,CES1D,
Mm Hs,Brain,,Interneurons,CGA,
Mm Hs,Brain,,Interneurons,ADORA2A,
Mm Hs,Brain,,Interneurons,RPRML,
Mm Hs,Brain,,Interneurons,CACNB1,
Mm Hs,Brain,,Interneurons,KCNQ5,
Mm Hs,Brain,,Interneurons,PRKCG,
Mm Hs,Brain,,Interneurons,GABRA5,
Mm Hs,Brain,,Interneurons,PAX6,
Mm Hs,Brain,,Interneurons,PNOC,
Mm Hs,Brain,,Interneurons,HTR3A,
Mm Hs,Brain,,Interneurons,RELN,
Mm Hs,Brain,,Interneurons,CALB2,
Mm Hs,Brain,,Interneurons,PDE1A,
Mm Hs,Brain,,Interneurons,ADGRL2,
Mm Hs,Brain,,Interneurons,KCNIP2,
Mm Hs,Brain,,Interneurons,RGS10,
Mm Hs,Brain,,Interneurons,NOV,
Mm Hs,Brain,,Interneurons,CPNE5,
Mm Hs,Brain,,Interneurons,SLC5A7,
Mm Hs,Brain,,Interneurons,CRH,
Mm Hs,Brain,,Interneurons,GDA,
Mm Hs,Brain,,Interneurons,SEMA3E,
Mm Hs,Brain,,Interneurons,DLX1,
Mm Hs,Brain,,Interneurons,DLX2,
Mm Hs,Brain,,Interneurons,DLX5,
Mm Hs,Brain,,Interneurons,ARX,
Mm Hs,Brain,,Interneurons,NDNF,
Mm Hs,Lungs,,Ionocytes,FOXI1,
Mm Hs,Lungs,,Ionocytes,CFTR,
Mm Hs,Lungs,,Ionocytes,ASCL3,
Mm,Lungs,,Ionocytes,CYP2F2,
Mm Hs,Lungs,,Ionocytes,SCGB1A1,
Mm Hs,Lungs,,Ionocytes,FOXN4,
Mm Hs,Lungs,,Ionocytes,TFCP2L1,
Mm Hs,Lungs,,Ionocytes,SLC12A2,
Mm Hs,Lungs,,Ionocytes,CLCNKB,
Mm Hs,Lungs,,Ionocytes,KCNMA1,
Mm Hs,Lungs,,Ionocytes,SLC9A4,
Mm Hs,Lungs,,Ionocytes,SLC9A7,
Mm Hs,Kidney,,Juxtaglomerular cells,TRPV4,
Hs,Kidney,,Juxtaglomerular cells,REN,
Mm Hs,Kidney,,Juxtaglomerular cells,TH,
Mm,Kidney,,Juxtaglomerular cells,REN1,
Mm,Kidney,,Juxtaglomerular cells,AKR1B7,
Mm Hs,Kidney,,Juxtaglomerular cells,ACTA2,
Mm Hs,Kidney,,Juxtaglomerular cells,MYH11,
Mm Hs,Kidney,,Juxtaglomerular cells,CNN1,
Hs,Skin,,Keratinocytes,CALML5,
Hs,Skin,,Keratinocytes,CD24,
Mm Hs,Skin,,Keratinocytes,FLG,
Mm Hs,Skin,,Keratinocytes,KPRP,
Mm Hs,Skin,,Keratinocytes,ICAM1,
Mm Hs,Skin,,Keratinocytes,IVL,
Mm Hs,Skin,,Keratinocytes,TGM1,
Mm Hs,Skin,,Keratinocytes,KRT1,
Mm Hs,Skin,,Keratinocytes,KRT5,
Mm Hs,Skin,,Keratinocytes,KRT14,
Mm Hs,Skin,,Keratinocytes,KRT16,
Mm Hs,Skin,,Keratinocytes,KRT17,
Mm Hs,Skin,,Keratinocytes,LAMA5,
Mm Hs,Skin,,Keratinocytes,LCN2,
Mm Hs,Skin,,Keratinocytes,PLEC,
Hs,Skin,,Keratinocytes,PI3,
Mm Hs,Skin,,Keratinocytes,SPRR1A,
Mm Hs,Skin,,Keratinocytes,SPRR1B,
Mm Hs,Skin,,Keratinocytes,GJB3,
Mm Hs,Skin,,Keratinocytes,IRF3,
Mm Hs,Skin,,Keratinocytes,LAMC2,
Mm Hs,Skin,,Keratinocytes,SIRT7,
Mm Hs,Skin,,Keratinocytes,RIPK4,
Mm Hs,Skin,,Keratinocytes,REL,
Mm Hs,Skin,,Keratinocytes,IL13RA1,
Mm Hs,Skin,,Keratinocytes,SGPP1,
Mm Hs,Skin,,Keratinocytes,PKP3,
Mm Hs,Skin,,Keratinocytes,PKP1,
Mm Hs,Skin,,Keratinocytes,ANXA8,
Mm Hs,Skin,,Keratinocytes,TRIM29,
Mm Hs,Skin,,Keratinocytes,DSC3,
Mm Hs,Skin,,Keratinocytes,FST,
Mm Hs,Skin,,Keratinocytes,AQP3,
Mm Hs,Skin,,Keratinocytes,KRT15,
Mm Hs,Skin,,Keratinocytes,S100A14,
Mm Hs,Skin,,Keratinocytes,DMKN,
Mm Hs,Skin,,Keratinocytes,ENTPD2,
Mm Hs,Skin,,Keratinocytes,FGF5,
Mm Hs,Skin,,Keratinocytes,NGFR,
Mm Hs,Skin,,Keratinocytes,TFAP2A,
Mm Hs,Skin,,Keratinocytes,LGALS7,
Mm Hs,Skin,,Keratinocytes,CXCL1,
Mm Hs,Skin,,Keratinocytes,CCL2,
Mm Hs,Skin,,Keratinocytes,SFN,
Mm Hs,Skin,,Keratinocytes,KRT10,
Mm Hs,Skin,,Keratinocytes,SBSN,
Mm Hs,Skin,,Keratinocytes,KRT84,
Mm Hs,Skin,,Keratinocytes,KRT36,
Mm Hs,Kidney,,Kidney progenitor cells,OSR1,
Mm Hs,Kidney,,Kidney progenitor cells,PAX2,
Mm Hs,Kidney,,Kidney progenitor cells,EYA1,
Mm Hs,Kidney,,Kidney progenitor cells,WT1,
Mm Hs,Kidney,,Kidney progenitor cells,SIX2,
Mm Hs,Kidney,,Kidney progenitor cells,SALL1,
Mm Hs,Kidney,,Kidney progenitor cells,CITED1,
Mm Hs,Liver,,Kupffer cells,TNF,
Hs,Liver,,Kupffer cells,LYZ,
Mm Hs,Liver,,Kupffer cells,MPO,
Mm Hs,Liver,,Kupffer cells,VSIG4,
Mm Hs,Liver,,Kupffer cells,PROK2,
Mm Hs,Liver,,Kupffer cells,STARD5,
Mm Hs,Liver,,Kupffer cells,MSR1,
Mm Hs,Liver,,Kupffer cells,TLR9,
Mm Hs,Liver,,Kupffer cells,PPARA,
Mm Hs,Liver,,Kupffer cells,TREM1,
Mm Hs,Liver,,Kupffer cells,SLC11A1,
Mm Hs,Liver,,Kupffer cells,TLR4,
Mm Hs,Liver,,Kupffer cells,MMP13,
Mm Hs,Liver,,Kupffer cells,CD14,
Mm Hs,Liver,,Kupffer cells,VDR,
Mm Hs,Liver,,Kupffer cells,CHIT1,
Mm Hs,Liver,,Kupffer cells,OSM,
Mm Hs,Liver,,Kupffer cells,PPARD,
Mm Hs,Liver,,Kupffer cells,CLEC4F,
Mm Hs,Liver,,Kupffer cells,ADGRE1,
Mm Hs,Liver,,Kupffer cells,IL1B,
Mm Hs,Liver,,Kupffer cells,SLC40A1,
Hs,Liver,,Kupffer cells,G6PD,
Mm,Liver,,Kupffer cells,FCNA,
Mm Hs,Liver,,Kupffer cells,TIMD4,
Mm Hs,Liver,,Kupffer cells,MNDA,
Mm Hs,Liver,,Kupffer cells,SLC15A3,
Mm Hs,Liver,,Kupffer cells,DNASE1L3,
Mm Hs,Liver,,Kupffer cells,MARCO,
Mm,Liver,,Kupffer cells,EAR2,
Mm Hs,Liver,,Kupffer cells,HFE,
Mm Hs,Liver,,Kupffer cells,CD38,
Mm,Liver,,Kupffer cells,ADGRE4,
Mm Hs,Liver,,Kupffer cells,CD163,
Mm Hs,Liver,,Kupffer cells,CCR5,
Mm Hs,Liver,,Kupffer cells,CLEC1B,
Mm,Liver,,Kupffer cells,SIGLECF,
Mm Hs,Liver,,Kupffer cells,CLEC4G,
Mm Hs,Liver,,Kupffer cells,GPIHBP1,
Mm Hs,Liver,,Kupffer cells,FOLR2,
Mm Hs,Liver,,Kupffer cells,PLTP,
Hs,Liver,,Kupffer cells,FTL,
Mm Hs,Liver,,Kupffer cells,IRF7,
Mm Hs,Liver,,Kupffer cells,SPIC,
Mm Hs,Liver,,Kupffer cells,CSF1R,
Mm Hs,Liver,,Kupffer cells,C1QC,
Mm Hs,Liver,,Kupffer cells,C1QA,
Mm Hs,Liver,,Kupffer cells,C1QB,
Mm Hs,Liver,,Kupffer cells,CLEC4E,
Mm Hs,Skin,,Langerhans cells,ACHE,
Hs,Skin,,Langerhans cells,CD1A,
Hs,Skin,,Langerhans cells,FCGR1A,
Hs,Skin,,Langerhans cells,HLA-DMA,
Hs,Skin,,Langerhans cells,HLA-DMB,
Hs,Skin,,Langerhans cells,HLA-DQA1,
Hs,Skin,,Langerhans cells,HLA-DQA2,
Hs,Skin,,Langerhans cells,HLA-DQB1,
Hs,Skin,,Langerhans cells,HLA-DQB2,
Hs,Skin,,Langerhans cells,HLA-DQB3,
Hs,Skin,,Langerhans cells,HLA-DRA,
Hs,Skin,,Langerhans cells,HLA-DRB1,
Hs,Skin,,Langerhans cells,HLA-DRB5,
Hs,Skin,,Langerhans cells,HLA-DRB6,
Hs,Skin,,Langerhans cells,HLA-DRB9,
Mm Hs,Skin,,Langerhans cells,CD207,
Mm Hs,Skin,,Langerhans cells,EHF,
Mm Hs,Skin,,Langerhans cells,PRKCB,
Mm Hs,Skin,,Langerhans cells,AHR,
Mm Hs,Skin,,Langerhans cells,GPNMB,
Mm Hs,Skin,,Langerhans cells,EPCAM,
Mm Hs,Skin,,Langerhans cells,CD80,
Mm Hs,Skin,,Langerhans cells,PTPRC,
Mm Hs,Skin,,Langerhans cells,TLR2,
Mm Hs,Skin,,Langerhans cells,TLR4,
Mm Hs,Skin,,Langerhans cells,TLR9,
Hs,Skin,,Langerhans cells,FCGR2A,
Mm Hs,Skin,,Langerhans cells,CCR6,
Mm,Skin,,Langerhans cells,DEFB3,
Mm Hs,Skin,,Langerhans cells,CLDN1,
Mm Hs,Reproductive,,Leydig cells,HSD11B2,
Mm Hs,Reproductive,,Leydig cells,MAFB,
Mm Hs,Reproductive,,Leydig cells,ALDH1A1,
Mm Hs,Reproductive,,Leydig cells,SLC9A8,
Mm Hs,Reproductive,,Leydig cells,KISS1,
Mm Hs,Reproductive,,Leydig cells,PDE8A,
Mm Hs,Reproductive,,Leydig cells,LEP,
Mm Hs,Reproductive,,Leydig cells,CXCL10,
Mm Hs,Reproductive,,Leydig cells,PTCH1,
Mm Hs,Reproductive,,Leydig cells,GATA4,
Mm Hs,Reproductive,,Leydig cells,ACSBG1,
Mm Hs,Reproductive,,Leydig cells,INHA,
Mm Hs,Reproductive,,Leydig cells,HSD3B1,
Mm Hs,Reproductive,,Leydig cells,DHCR7,
Mm Hs,Reproductive,,Leydig cells,CALB2,
Mm Hs,Reproductive,,Leydig cells,CYP17A1,
Mm Hs,Reproductive,,Leydig cells,CYP11A1,
Mm Hs,Reproductive,,Leydig cells,IGF1,
Mm Hs,Reproductive,,Leydig cells,INSL3,
Mm Hs,Reproductive,,Leydig cells,NR5A2,
Mm Hs,Reproductive,,Leydig cells,LHCGR,
Mm Hs,Reproductive,,Leydig cells,MLANA,
Mm Hs,Reproductive,,Leydig cells,RLN1,
Hs,Reproductive,,Leydig cells,RLN2,
Mm Hs,Reproductive,,Leydig cells,RLN3,
Mm Hs,Reproductive,,Leydig cells,TAC1,
Mm Hs,Reproductive,,Leydig cells,STAR,
Mm Hs,Reproductive,,Leydig cells,THBS2,
Mm Hs,Reproductive,,Leydig cells,PTGDS,
Mm Hs,Reproductive,,Leydig cells,LCN2,
Mm Hs,Reproductive,,Leydig cells,HSD17B3,
Mm Hs,Reproductive,,Leydig cells,ASS1,
Mm Hs,Reproductive,,Leydig cells,PRLR,
Mm,Reproductive,,Leydig cells,REN1,
Mm,Reproductive,,Leydig cells,AKR1CL,
Mm Hs,Reproductive,,Leydig cells,CYP26B1,
Mm Hs,Reproductive,,Leydig cells,IGF2,
Mm Hs,Reproductive,,Leydig cells,IGFBP5,
Mm Hs,Reproductive,,Leydig cells,CFD,
Mm Hs,Reproductive,,Leydig cells,DLK1,
Mm Hs,Reproductive,,Leydig cells,IGFBP3,
Mm Hs,Reproductive,,Leydig cells,INHBA,
Mm Hs,Reproductive,,Leydig cells,VIT,
Mm Hs,Reproductive,,Leydig cells,ALDH1A3,
Mm Hs,Reproductive,,Leydig cells,NOS1,
Mm Hs,Reproductive,,Leydig cells,EDNRA,
Mm Hs,Reproductive,,Leydig cells,SMOC2,
Mm Hs,Reproductive,,Leydig cells,ADAM21,
Mm Hs,Reproductive,,Leydig cells,ESRRG,
Mm Hs,Reproductive,,Leydig cells,GPRC6A,
Mm Hs,Reproductive,,Leydig cells,GJA1,
Mm Hs,Reproductive,,Leydig cells,GAS6,
Mm Hs,Reproductive,,Leydig cells,SULT1E1,
Mm Hs,Reproductive,,Leydig cells,CYP19A1,
Mm Hs,Reproductive,,Leydig cells,PLAUR,
Mm Hs,Reproductive,,Leydig cells,FABP9,
Mm Hs,Kidney,,Loop of Henle cells,CLDN16,
Mm Hs,Kidney,,Loop of Henle cells,CLDN8,
Mm Hs,Kidney,,Loop of Henle cells,UMOD,
Mm Hs,Kidney,,Loop of Henle cells,FABP4,
Mm Hs,Kidney,,Loop of Henle cells,AQP1,
Mm Hs,Kidney,,Loop of Henle cells,CLDN10,
Mm Hs,Kidney,,Loop of Henle cells,CLDN19,
Mm Hs,Kidney,,Loop of Henle cells,SLC12A1,
Mm Hs,Kidney,,Loop of Henle cells,DEFB1,
Mm Hs,Kidney,,Loop of Henle cells,CLCNKA,
Mm Hs,Kidney,,Loop of Henle cells,TRPM7,
Mm Hs,Kidney,,Loop of Henle cells,CDH6,
Mm Hs,Kidney,,Loop of Henle cells,LCN2,
Mm Hs,Kidney,,Loop of Henle cells,DKK1,
Mm Hs,Kidney,,Loop of Henle cells,DACH1,
Mm Hs,Kidney,,Loop of Henle cells,SLC12A3,
Mm Hs,Kidney,,Loop of Henle cells,SLC11A2,
Mm Hs,Kidney,,Loop of Henle cells,ARVCF,
Mm Hs,Kidney,,Loop of Henle cells,RGS5,
Mm Hs,Kidney,,Loop of Henle cells,COX4I2,
Mm Hs,Kidney,,Loop of Henle cells,CYP4B1,
Mm Hs,Kidney,,Loop of Henle cells,PARVB,
Mm Hs,Kidney,,Loop of Henle cells,SH3RF2,
Mm Hs,Kidney,,Loop of Henle cells,HEY2,
Mm Hs,Kidney,,Loop of Henle cells,NKAIN4,
Mm Hs,Kidney,,Loop of Henle cells,ADAMTS5,
Mm Hs,Kidney,,Loop of Henle cells,CXCL1,
Mm Hs,Kidney,,Loop of Henle cells,GEM,
Mm Hs,Kidney,,Loop of Henle cells,FGA,
Mm Hs,Kidney,,Loop of Henle cells,PLA2G7,
Mm Hs,Kidney,,Loop of Henle cells,THBS1,
Mm Hs,Kidney,,Loop of Henle cells,ENC1,
Mm Hs,Kidney,,Loop of Henle cells,SPSB1,
Mm Hs,Kidney,,Loop of Henle cells,ARID5A,
Mm Hs,Kidney,,Loop of Henle cells,CD40,
Mm Hs,Kidney,,Loop of Henle cells,SLC14A2,
Mm Hs,Kidney,,Loop of Henle cells,NRGN,
Mm Hs,Kidney,,Loop of Henle cells,RNF182,
Mm Hs,Kidney,,Loop of Henle cells,PCSK9,
Mm Hs,Kidney,,Loop of Henle cells,DRAM1,
Mm Hs,Kidney,,Loop of Henle cells,ARC,
Mm Hs,Kidney,,Loop of Henle cells,NEK6,
Mm Hs,Kidney,,Loop of Henle cells,CDKN1C,
Mm Hs,Kidney,,Loop of Henle cells,CALCRL,
Mm Hs,Kidney,,Loop of Henle cells,SMARCD3,
Mm Hs,Kidney,,Loop of Henle cells,KCNT1,
Mm Hs,Kidney,,Loop of Henle cells,PTGS2,
Mm Hs,Kidney,,Loop of Henle cells,IRX2,
Mm Hs,Kidney,,Loop of Henle cells,PPP1R1B,
Mm Hs,Kidney,,Loop of Henle cells,LIPG,
Mm Hs,Kidney,,Loop of Henle cells,TNNI1,
Mm Hs,Kidney,,Loop of Henle cells,LRRC66,
Mm Hs,Kidney,,Loop of Henle cells,IGF1,
Mm Hs,Mammary gland,,Luminal epithelial cells,FGFR2,
Mm Hs,Mammary gland,,Luminal epithelial cells,FGG,
Mm Hs,Mammary gland,,Luminal epithelial cells,KRT18,
Hs,Mammary gland,,Luminal epithelial cells,ANKRD30A,
Mm Hs,Mammary gland,,Luminal epithelial cells,SLPI,
Mm Hs,Mammary gland,,Luminal epithelial cells,PROM1,
Mm Hs,Mammary gland,,Luminal epithelial cells,KRT19,
Mm Hs,Mammary gland,,Luminal epithelial cells,SYTL2,
Mm Hs,Mammary gland,,Luminal epithelial cells,CD74,
Mm Hs,Mammary gland,,Luminal epithelial cells,AGR2,
Mm Hs,Mammary gland,,Luminal epithelial cells,LTF,
Mm Hs,Mammary gland,,Luminal epithelial cells,SAA2,
Mm Hs,Mammary gland,,Luminal epithelial cells,KRT23,
Hs,Mammary gland,,Luminal epithelial cells,SERPINB4,
Hs,Mammary gland,,Luminal epithelial cells,SERPINB3,
Mm Hs,Mammary gland,,Luminal epithelial cells,WFDC2,
Mm Hs,Mammary gland,,Luminal epithelial cells,LCN2,
Mm Hs,Mammary gland,,Luminal epithelial cells,BTG1,
Mm Hs,Mammary gland,,Luminal epithelial cells,CLDN4,
Mm Hs,Mammary gland,,Luminal epithelial cells,ANXA1,
Mm Hs,Mammary gland,,Luminal epithelial cells,HMGA1,
Mm Hs,Mammary gland,,Luminal epithelial cells,STC2,
Mm Hs,Mammary gland,,Luminal epithelial cells,AREG,
Mm Hs,Mammary gland,,Luminal epithelial cells,TNFSF10,
Hs,Mammary gland,,Luminal epithelial cells,SERPINA1,
Mm Hs,Mammary gland,,Luminal epithelial cells,PIP,
Mm Hs,Mammary gland,,Luminal epithelial cells,ATP7B,
Mm Hs,Mammary gland,,Luminal epithelial cells,HIF1A,
Mm Hs,Mammary gland,,Luminal epithelial cells,FGFR4,
Mm Hs,Mammary gland,,Luminal epithelial cells,DDR1,
Mm Hs,Mammary gland,,Luminal epithelial cells,CEBPD,
Mm Hs,Mammary gland,,Luminal epithelial cells,PGR,
Mm Hs,Mammary gland,,Luminal epithelial cells,KRT8,
Mm Hs,Mammary gland,,Luminal epithelial cells,UXT,
Mm Hs,Mammary gland,,Luminal epithelial cells,PTH1R,
Mm Hs,Mammary gland,,Luminal epithelial cells,CD9,
Mm Hs,Mammary gland,,Luminal epithelial cells,AR,
Mm Hs,Mammary gland,,Luminal epithelial cells,AQP3,
Mm Hs,Mammary gland,,Luminal epithelial cells,ATP2C2,
Mm Hs,Mammary gland,,Luminal epithelial cells,WNT5A,
Mm Hs,Mammary gland,,Luminal epithelial cells,SLC12A2,
Mm Hs,Mammary gland,,Luminal epithelial cells,ESR1,
Mm Hs,Mammary gland,,Luminal epithelial cells,AQP5,
Mm Hs,Mammary gland,,Luminal epithelial cells,RUNX1,
Mm Hs,Mammary gland,,Luminal epithelial cells,CDH1,
Mm Hs,Mammary gland,,Luminal epithelial cells,MUC1,
Mm Hs,Mammary gland,,Luminal epithelial cells,ANPEP,
Hs,Mammary gland,,Luminal epithelial cells,KLK3,
Mm Hs,Reproductive,,Luteal cells,AKT1,
Mm Hs,Reproductive,,Luteal cells,LHCGR,
Mm Hs,Reproductive,,Luteal cells,HSD3B1,
